llh_null,sigma_null,llh_alt,b_alt,sigma_alt
309.60460891684244,0.6263157894736842,309.54154272549476,1.026315789473684,0.6263157894736842
299.8168696470601,0.6368421052631579,299.7752365540015,0.9736842105263157,0.6473684210526316
298.9119602789329,0.6473684210526316,298.82187707984997,0.9736842105263157,0.6473684210526316
274.9706497175283,0.5842105263157895,273.6272119516767,0.868421052631579,0.5947368421052631
281.88983127121224,0.5842105263157895,281.8021776782791,0.9736842105263157,0.5842105263157895
297.0429187103878,0.6473684210526316,296.42921710237215,0.9210526315789473,0.6473684210526316
299.2023123450408,0.6894736842105262,297.9137556390836,0.868421052631579,0.7
309.22039097752105,0.6263157894736842,308.583532120182,1.0789473684210527,0.6157894736842104
293.06826071302544,0.6263157894736842,293.11027876079675,0.9736842105263157,0.6263157894736842
291.8526139629783,0.5526315789473684,291.78680313956977,1.026315789473684,0.5421052631578948
305.04151677105654,0.6263157894736842,305.0236633037412,0.9736842105263157,0.6368421052631579
310.9694444775686,0.6157894736842104,308.6901070590254,1.1842105263157894,0.5842105263157895
299.4774356750372,0.7,298.9054582622897,0.9210526315789473,0.7
290.39112550067046,0.5526315789473684,290.3688043178979,1.026315789473684,0.5526315789473684
301.82270722996384,0.7,301.08772209214754,0.9210526315789473,0.7
302.46466642465214,0.7,302.2862926142926,0.9210526315789473,0.7
292.3028586514581,0.6789473684210526,290.69724080436947,0.868421052631579,0.7
327.17550846759855,0.6684210526315789,323.88219738870373,1.236842105263158,0.6368421052631579
297.1741649244172,0.6578947368421052,296.65909543122245,0.9210526315789473,0.6684210526315789
278.1658994180484,0.5526315789473684,278.0755609514139,0.9736842105263157,0.5526315789473684
310.5150912459693,0.6368421052631579,309.98628057763926,1.0789473684210527,0.6263157894736842
299.6350302669854,0.5736842105263158,299.5974068840819,1.026315789473684,0.5736842105263158
288.52214533032486,0.531578947368421,287.9187396205596,1.0789473684210527,0.5210526315789473
280.53243600993204,0.5631578947368421,280.0082262878951,0.9210526315789473,0.5736842105263158
293.97335764226574,0.6473684210526316,293.53290980885015,0.9210526315789473,0.6578947368421052
284.59782688860435,0.6473684210526316,281.0395414177604,0.763157894736842,0.6684210526315789
304.1910158059186,0.5842105263157895,304.09297591205177,1.026315789473684,0.5736842105263158
317.68222043850665,0.6578947368421052,316.44281141788065,1.131578947368421,0.6368421052631579
297.5275729510138,0.6789473684210526,297.2178677925463,0.9210526315789473,0.6894736842105262
296.6311130540837,0.6157894736842104,296.5284893266124,0.9736842105263157,0.6157894736842104
309.8173242388143,0.5947368421052631,309.0075917590233,1.131578947368421,0.5842105263157895
290.3307174537907,0.6263157894736842,289.7400260129092,0.9210526315789473,0.6368421052631579
