llh_null,sigma_null,llh_alt,b_alt,sigma_alt
290.6753387622048,0.5842105263157895,290.6660101668173,1.026315789473684,0.5842105263157895
307.16134161618106,0.6368421052631579,307.17490505946444,0.9736842105263157,0.6368421052631579
271.00603289072893,0.5210526315789473,270.220060161956,0.9210526315789473,0.5210526315789473
303.9457722172418,0.6368421052631579,303.7436960013749,1.0789473684210527,0.6263157894736842
304.10844570903964,0.5631578947368421,302.3250575427231,1.131578947368421,0.5421052631578948
295.41873671709857,0.6578947368421052,294.98695957969767,0.9210526315789473,0.6684210526315789
313.5578000389578,0.6052631578947368,311.2861982714541,1.1842105263157894,0.5736842105263158
293.0849797484874,0.6578947368421052,292.95044193050796,0.9736842105263157,0.6578947368421052
296.43284865970946,0.6473684210526316,296.31725055174627,0.9736842105263157,0.6473684210526316
313.6844718875193,0.6473684210526316,312.5355833603605,1.131578947368421,0.6263157894736842
282.6152845915632,0.6684210526315789,278.80894095273516,0.763157894736842,0.7
275.39296912348254,0.5,275.20036616661025,0.9210526315789473,0.5
285.74326144960986,0.5,285.3886152570467,1.0789473684210527,0.5
297.6448779933787,0.6368421052631579,296.68636182806154,0.868421052631579,0.6473684210526316
291.74525464036697,0.6052631578947368,291.68040476477876,0.9736842105263157,0.6052631578947368
308.1830656602084,0.6578947368421052,307.711700532944,1.0789473684210527,0.6473684210526316
295.68567043456846,0.6263157894736842,295.5313474022056,0.9736842105263157,0.6263157894736842
304.23248027091313,0.6684210526315789,304.2721133542802,0.9736842105263157,0.6684210526315789
301.69835756408474,0.6684210526315789,301.68119643071327,1.026315789473684,0.6684210526315789
310.2704646149218,0.6894736842105262,310.117874376694,1.0789473684210527,0.6684210526315789
298.37706700204484,0.6368421052631579,298.23927702896094,1.026315789473684,0.6368421052631579
302.21408557320194,0.5842105263157895,301.4499281523772,1.0789473684210527,0.5736842105263158
311.77947430351446,0.6578947368421052,310.8527166840339,1.131578947368421,0.6263157894736842
299.19736366516946,0.6052631578947368,299.0927603166653,1.026315789473684,0.6052631578947368
303.28251021242215,0.6263157894736842,303.270532753325,1.026315789473684,0.6263157894736842
293.63722069777583,0.6263157894736842,293.6449788164658,0.9736842105263157,0.6368421052631579
283.36068253413356,0.5,283.3486811686771,1.026315789473684,0.5
294.40258317247833,0.5631578947368421,294.05069672546244,1.0789473684210527,0.5526315789473684
306.6513895662338,0.7,306.6093570656087,0.9736842105263157,0.7
300.38266956252437,0.5842105263157895,300.39070557701496,0.9736842105263157,0.5842105263157895
272.2424974496307,0.531578947368421,271.4277667157247,0.9210526315789473,0.5421052631578948
291.14663642639437,0.5631578947368421,291.1823716537754,1.026315789473684,0.5526315789473684
296.90964535426383,0.6578947368421052,296.3867499129329,0.9210526315789473,0.6684210526315789
281.64811709658505,0.6052631578947368,280.364156705276,0.868421052631579,0.6263157894736842
278.95941038441816,0.5842105263157895,276.2267273636627,0.8157894736842105,0.5947368421052631
299.9060967695185,0.6368421052631579,299.66174264795495,0.9210526315789473,0.6473684210526316
293.69037911781277,0.6157894736842104,293.6419158207219,0.9736842105263157,0.6157894736842104
320.6384814848093,0.6578947368421052,318.8750933515996,1.1842105263157894,0.6368421052631579
305.18810095245857,0.6263157894736842,304.67595577017335,1.0789473684210527,0.6157894736842104
293.04839980873965,0.5947368421052631,292.4368277404885,1.0789473684210527,0.5736842105263158
274.00775312270196,0.5421052631578948,273.38635291600633,0.9210526315789473,0.5421052631578948
312.34112642567743,0.6263157894736842,311.4198331257404,1.131578947368421,0.6157894736842104
277.61148603281754,0.5210526315789473,277.16813724638087,0.9210526315789473,0.5210526315789473
304.4446311404878,0.7,304.4611618819663,1.026315789473684,0.7
279.8278723991525,0.5421052631578948,279.66296354088007,0.9736842105263157,0.5421052631578948
282.66730974607236,0.5105263157894737,282.5404538427611,0.9736842105263157,0.5105263157894737
307.76536216278225,0.6263157894736842,307.56175110390245,1.0789473684210527,0.6157894736842104
293.59515947868806,0.5947368421052631,293.62978664067464,1.026315789473684,0.5947368421052631
299.1446952305206,0.531578947368421,297.9881988272264,1.131578947368421,0.5105263157894737
276.51318049032653,0.5421052631578948,276.3908378656344,0.9736842105263157,0.5526315789473684
303.34779426703415,0.6052631578947368,302.60485858174775,1.0789473684210527,0.5947368421052631
287.4770649065737,0.5736842105263158,287.38035978673156,0.9736842105263157,0.5842105263157895
275.2344970239113,0.5526315789473684,273.6295027146363,0.868421052631579,0.5631578947368421
304.2974184741384,0.6894736842105262,304.32969254628586,0.9736842105263157,0.7
295.1834413668159,0.6684210526315789,293.4446911057413,0.868421052631579,0.6894736842105262
305.5851847107205,0.6894736842105262,304.98175607264966,0.9210526315789473,0.7
293.47658815148,0.6473684210526316,293.456854893417,1.026315789473684,0.6473684210526316
274.7591881854845,0.5,274.7138089443639,0.9736842105263157,0.5
306.16414287023633,0.7,305.7650924410684,0.9210526315789473,0.7
300.9757973921817,0.5947368421052631,300.8369858418663,1.026315789473684,0.5947368421052631
270.4558571360931,0.5,270.28654932578183,0.9736842105263157,0.5
287.37716194371313,0.531578947368421,287.3334805500195,1.026315789473684,0.531578947368421
292.9054224724644,0.6263157894736842,292.8616980173939,0.9736842105263157,0.6263157894736842
291.9856396016281,0.5526315789473684,291.79069578147335,1.0789473684210527,0.5421052631578948
287.32281749471815,0.6263157894736842,286.9812834258935,0.9210526315789473,0.6368421052631579
305.3850986709025,0.7,304.90821818745707,0.9210526315789473,0.7
304.62582757285475,0.6473684210526316,304.0260485527046,1.0789473684210527,0.6263157894736842
304.7622158013465,0.6473684210526316,304.6041053470819,1.0789473684210527,0.6368421052631579
