Lambda,NullSigma,AltB,AltSigma
-0.00012442749866181657,0.586134205031619,1.0154489228195485,0.583715126572199
-4.78708771112224e-05,0.6343209977982629,0.9902502533564768,0.6352735223773542
-0.006088418364040393,0.5178652958065791,0.9016638294655294,0.5281300327647878
-0.0015487807785738994,0.6351081115602596,1.0566602609618776,0.6268304844197493
-0.01058740337057884,0.5641262598971825,1.0999998937094475,0.5456124664787055
-0.002934898453158752,0.6567452043486848,0.9250528371818523,0.6656476249509115
-0.012013944856972714,0.6006471458499317,1.0999999586106814,0.5826517375765417
-0.0011471211307316764,0.6547512311657231,0.9523991578878886,0.6614444475926371
-0.0009103818652747009,0.6449006143110129,0.9577119336847478,0.6506254387657364
-0.007035995555378705,0.6471300351987052,1.099998815624193,0.6304841680322565
-0.01808939420608091,0.6662616124967977,0.9000025950617097,0.6744233343003304
-0.0018315420091088441,0.5000000000136319,0.946903553406951,0.5000000035107441
-0.0025569902017323898,0.5000018341328668,1.0666179148827744,0.5000052553788329
-0.00664737932381243,0.632075624613497,0.9000003936536988,0.6392024559899889
-0.000449677891188216,0.6036800314459076,0.9709078106823673,0.6074104960246353
-0.003049035740513517,0.6630688806531966,1.0804382924090352,0.6502344084881743
-0.0013906850573874863,0.6261758561593381,0.9492508136047896,0.6314779672547092
-5.507930140424833e-06,0.6675787195274715,0.9964450453948303,0.667794616209253
-0.00016034230967498786,0.6677128738902394,1.018398252971604,0.6647981884490436
-0.0012618873234320205,0.6866892565772698,1.052348787054262,0.6766701379693078
-0.0011785983708012537,0.6389188658065243,1.048618949165394,0.6300992512705071
-0.005347256303256387,0.5853484422949286,1.0999997606223486,0.5712185125054572
-0.005942137329611796,0.6520335785080482,1.099973606825476,0.6336773402999019
-0.0007962337982831968,0.6060601917259462,1.0395733941909413,0.6003419148836032
-0.0001240760633489657,0.6292721993594701,1.0158283981273923,0.6273884674348905
-7.349993891025974e-05,0.6274659897851196,0.987948381250124,0.6293723706736717
-0.00014770495706351028,0.5000000000065723,1.015308724629649,0.5000000000065723
-0.002442988729214335,0.5581541659207635,1.068521225173321,0.5488261844041996
-0.00027658088984416906,0.699999999999999,0.9752745243062938,0.699999999999999
-6.409834284148985e-05,0.5804356516286886,0.988736158794412,0.5810112539883516
-0.006347711987162441,0.5311477448218808,0.9006141190455785,0.5423693231147113
-1.0492065630529623e-05,0.5597523091457545,1.0041284470066862,0.5595442423688752
-0.0035346150805359855,0.6543449500180117,0.9183574053053617,0.6651722238596074
-0.008696016150713248,0.607820601799162,0.9000023703446153,0.6180249310924927
-0.015392602387084509,0.5807227432610278,0.9000024683380686,0.5860541942946356
-0.0018505596797275814,0.637185708639567,0.9409840608808832,0.6426290962654782
-0.00032319792169133166,0.6129198633672672,0.9752109579503031,0.6158325417125668
-0.009834774480207642,0.6559895348925355,1.0999999994084848,0.6423588130237969
-0.003374622489632273,0.62335020381079,1.0823517261048625,0.6113562807453539
-0.004260277274786617,0.5908823132501491,1.0929884428979126,0.5712907634130274
-0.004551149475181759,0.5371344972227339,0.913486222335957,0.5454881731637227
-0.005941134380123003,0.6310935947139753,1.0999998680120113,0.618229391962694
-0.003209712312814972,0.5166719199665414,0.9276753625850177,0.5239307953430968
-3.574997936084401e-05,0.6999999999991139,1.0085274431912008,0.6999999999991139
-0.0016124462688438257,0.5435941389963008,0.947343298256284,0.5494660801098524
-0.0010221003914452353,0.5067595821957172,0.9584050097616202,0.5095181915041505
-0.0015418769576331925,0.6211422782017464,1.0558271548889975,0.6151852971935521
-8.374700495750176e-06,0.5974887630897784,1.0040004221171974,0.5971422763470514
-0.007542012161863454,0.5294580263313378,1.099990712117453,0.517644393109707
-0.0010198605459414978,0.5463775376338129,0.9581183770050673,0.5517971056107436
-0.005180109110320075,0.6027189389248228,1.099927882005432,0.587675191736126
-0.0007501319923175487,0.5764982274733681,0.9629432418733702,0.5813448577984325
-0.010734602406204274,0.5503829381708902,0.9000070382307118,0.5583197983984174
-1.352661923448295e-05,0.6913921650384542,0.9946437738420502,0.6922755305332784
-0.010506189126569865,0.6729594177086605,0.9000000531852368,0.6822203785561021
-0.004034774010134967,0.6875339809168088,0.9106564962962687,0.6964679692227217
-0.00018001533456235563,0.6466542737161607,1.0192763790118498,0.6434864138004892
-0.0003356088957033876,0.5000000176324259,0.9758561246238223,0.5000000176324259
-0.002630485785886094,0.6999999999989488,0.9264673219335552,0.6999999999989488
-0.0011767985933381908,0.5940509723569366,1.0484369094348351,0.5875218528221637
-0.001648838274965314,0.5000000004909049,0.9497932799300678,0.5000003731119647
-0.00030710444220716226,0.5329815144344773,1.0234428594199807,0.5305642600337067
-0.0003102160250296748,0.625919446697661,0.9756854318781358,0.6291382868301293
-0.0015990073737235377,0.5563190284421677,1.0553172471916616,0.5476511984316556
-0.002450069256905607,0.6270678019155687,0.9322996748980643,0.6354654740380589
-0.003125626413522653,0.6999999999999988,0.9208557732909937,0.6999999999999988
-0.004052964440241169,0.6459974955046781,1.0934764480243973,0.6287254490513304
-0.0013419323360146507,0.6486007241677649,1.052558149596675,0.6424306444084847
-0.0004280921896242518,0.6239302442656399,1.0293083481971292,0.6211635250972796
-0.0002826326443869931,0.6396917242402642,0.9764106106900134,0.6434594285783128
-0.0006263314938372844,0.6423008979507825,0.9651041942656746,0.6473948812243603
-0.009210539577077625,0.5791194412373549,0.9000193313232739,0.5917459547026644
-0.0006416875095549557,0.580110740483816,0.9656373774937507,0.5856870523408095
-0.004191029376674038,0.6430946554661425,0.9111407657185325,0.6527971355919435
-0.008140201211956466,0.6916674034218553,0.9000000013204089,0.69999993836947
-0.004234171672001352,0.6306626430958294,1.0944084525494886,0.6188420829701735
-3.478187350580697e-06,0.6235632012996288,0.997419859159069,0.6243691604999333
-0.0004482647356311986,0.5483705196223255,1.0287406930916756,0.5453677047564909
-0.00015683290979140452,0.6300055497699094,0.9824300318608483,0.6318868200622774
-0.01206386776142665,0.6137388187481734,1.0999981541772033,0.5927583051374157
-0.0038609491080023872,0.69999999998403,0.912897864603621,0.6999999895653695
-0.000170409547710193,0.5579492688510006,1.0176289956305122,0.5556717989516256
-0.005135467987722464,0.6999999999999971,0.9000182874177365,0.6999999999995814
-0.0014951775153662084,0.6999999999952049,0.9451385609519938,0.6999999891664191
-0.009874362137619386,0.6829821963919324,0.9000000470410676,0.694608278494194
-0.014822867705749587,0.6691160686748432,1.0999992196610107,0.6493360887973401
-0.003464126529888034,0.6617868664763862,0.9184997903781262,0.6712128021160116
-0.0007222047510069274,0.5537816992726634,0.9648894836536129,0.5579549839870683
-0.003427430646416596,0.6385153677997729,1.085308311001419,0.6274444817563491
-0.00026369481609833656,0.5742975439585442,1.022296850455342,0.5718492455898391
-0.004250921584747047,0.5292295842838882,1.0895650229257692,0.5161608898856632
-0.003754071468545561,0.5621588052541794,0.920479692708841,0.5703265517402247
-0.0030001748031107667,0.6443778798269895,0.9225017693681025,0.6551542627314583
-0.017675803627106745,0.6429779073584283,0.9000009701164696,0.6493831628107445
-0.0006857888796929501,0.5797143308490605,1.0361332279155684,0.5760121712057811
-0.007405289556189132,0.6575037348231647,1.0999996317550853,0.643199443713646
-0.00216946596940204,0.675544078397475,0.935155872412155,0.6839328032314013
-0.0007892632718373704,0.6172572224250974,0.9614824257560359,0.620990808496916
-0.005484589449272548,0.5949460498802912,1.0999981253119315,0.5846473342483653
-0.004115834470265867,0.626872303519582,0.9128144104550563,0.6366048683675221
